,tweet_bersih,score,sentiment
1093,alas artis deepika padukone pilih bawa trofi piala dunia stadion lusail qatar,-3,negative
1094,nobat gol baik piala dunia,4,positive
1095,sosok maymi asgari viral aksi freestyle bola piala dunia qatar,1,positive
1096,suasana malam final piala dunia qatar,3,positive
1097,menang piala dunia qatar spontan orang argentina,1,positive
1098,messi masuk deret main juara piala dunia liga champions ballon dor,-1,negative
1099,sergio aguero raya selebrasi menang argentina piala dunia qatar,-2,negative
1100,yeayyy tanding piala dunia qatar turnamen autobola kali world cup qatar milik juara hadiah proses menang umum,4,positive
1101,lumayan kenang argentina juara piala dunia qatar,-1,negative
1102,argentina bawa pulang jala gawang laga final suvenir qatar lho,6,positive
1103,selamat argentina juara piala dunia qatar,4,positive
1104,the next goat great of all time generasi piala dunia qatar lionel messi kylian mbappe vs vs sih ronaldo erling haaland,-3,negative
1105,knpi astanajapura gelar menontonbareng piala dunia diskusi arah pemuda bangun desa,-1,negative
1106,dukung tim sepak bola nasional argentina palestina raya aula olahraga saksi siar tanding final piala dunia,0,neutral
1107,presiden rusia ucap selamat menang argentina raih juara piala dunia qatar,6,positive
1108,menang timnas argentina lionel messi raih golden ball piala dunia qatar,0,neutral
1109,fakta piala dunia qatar tarik perhati,-2,negative
1110,kylian mbappe cetak hattrick gawang argentina main muda sabet gelar top score piala dunia qatar tambah catat main psg kalah lionel messi main milik koleksi mobil mewah simak koleks,4,positive
1111,daftar terima harga piala dunia qatar dominasi argentina inggris prancis,5,positive
1112,daftar main muda sinar pensiun timnas negara piala dunia qatar,-8,negative
1113,top timnas cetak gol piala dunia qatar,7,positive
1114,gagal bawa prancis juara piala dunia qatar kylian mbappe raih sepatu emas,-2,negative
1115,nanti lionel messi bayar messi hasil angkat trofi piala dunia argentina sports,1,positive
1116,palestina terima kasih qatar promosi juang negara piala dunia,2,positive
1117,anjur piala dunia fifa qatar lakar jaya capai tahap cemerlang tinggi dapat berita kini telegram,3,positive
1118,relevan buka baju rai menang cuba kongsi sikit,-2,negative
1119,bolavita liga spanyol pasang judi bola liga spanyol bsi wa,4,positive
1120,piala dunia qatar mahasiswa semester pusheng urus skripsi perkara dighosting dosen wkwk gue teman bangun bisnis fotografi wisuda urus organisasi heterogen wow deh pokok,1,positive
1121,ya sih jokowi awak media jokowi tari helat piala dunia qatar prabowo,0,neutral
1122,tahniah pasu bola sepak argentina rana juara piala dunia qatar,0,neutral
1123,qatar sukses gelar piala dunia biaya miliar komentar miring sinis munafik media barat lionel messi pakai jubah bisht khas arab angkat trofi menang argentina komentar bbc sewot,2,positive
1124,ronaldo selamat lionel messi bawa argentina juara piala dunia qatar,2,positive
1125,piala euro piala dunia qatar sebentar,-3,negative
1126,prediksi menkopukm bukti argentina juara piala dunia,-2,negative
1127,pele lionel messi juara dunia,-1,negative
1128,subhanallah walhamdulillah allahuakbar barakallah fan piala dunia qatar antara kenal islam,4,positive
1129,hugo lloris kalah tanding tinju,-7,negative
1130,piala dunia qatar hasil total gol,5,positive
1131,argentina menang final piala dunia qatar kalah prancis selamat argentina,0,neutral
1132,didier deschamps ratap kalah kejam prancis,-11,negative
1133,giat lanjut tonton bareng final piala dunia qatar tugas lapas kelas iib banjarbaru pos jaga utama penuh sama kanwil kemenkumham kalsel lilik sujandi,-6,negative
1134,scaloni ajak rakyat argentina nikmat sukses juara piala dunia,6,positive
1135,tonton piala dunia tonton jungkook perform eh terus tonton argentina menang piala dunia qatar seru banget sih tonton bola berkat ku tonton bola wkwkkwk,-22,negative
1136,messi seru juara dunia,-1,negative
1137,piala dunia qatar piala aff daftar main timnas indonesia pilih shin tae yong,-9,negative
1138,messi angkat cium trofi piala dunia qatar raih timnas argentina,4,positive
1139,fan piala dunia qatar antara kenal islam,4,positive
1140,mas dharma pratama mas dharma pratama tonton bareng final piala dunia qatar kuningan barat mampang prapatan,-4,negative
1141,final piala dunia fifa world cup qatar prancis vs argentina,0,neutral
1142,juara piala dunia qatar momen lionel messi raih jaya dunia argentina,4,positive
1143,terima kasih piala dunia qatar congrats argentina,5,positive
1144,gelar piala dunia fifa selamat timnas argentina tampil juara bulan piala dunia qatar benarbenar tarik perhati dunia tampil recap momenmomen baik,3,positive
1145,yuk ngumpulin action figure kenang mvp final piala dunia world cup qatar mbappe messi cek link,1,positive
1146,rapper drake pasang taruh nila juta dolar as rp miliar menang argentina prancis piala dunia qatar,10,positive
1147,selamat messi argentina champions piala dunia qatar fan capai messi salut,3,positive
1148,asyik warga tonton final piala dunia qatar argentina versus perancis rumah warga kawasan parit lalang ludes lalap api minggu desember,-7,negative
1149,intip daftar hadiah piala dunia messi dkk bawa trophy bawa uang fantastis,-6,negative
1150,nanti sang goat leonel messi timnas argentina menang piala dunia qatar selamat king leo timnas argentina,1,positive
1151,heboh girang argentina juara piala dunia tonton wanita qatar nekat tampil busana,-6,negative
1152,congratulations argentina hasil oleh piala dunia qatar selamat lionel messi oleh piala golden boy,7,positive
1153,tang piala dunia urus pssi baca argentina oleh trofi tiga kalah prancis adu penalti final piala dunia via,-6,negative
1154,dunia piala dunia fifa qatar capai jaya segenap aspek anjur,-2,negative
1155,tim tango argentina sabet juara piala dunia qatar,-5,negative
1156,tengah november electronic arts kembang fifa prediksi menang piala dunia qatar,5,positive
1157,hasil argentina juara piala dunia lahir fakta tarik simak lengkap video,1,positive
1158,argentina hasil kalah tim kuat prancis partai final piala dunia qatar drama adu penalti balap motogp ramaramai kirim ucap selamat menang dramatis argentina,-9,negative
1159,rapor main prancis kalah final piala dunia mbappe gendong les blues,-4,negative
1160,sih mbappe bilang eh final kalah negara amerika selatan karma is real,-1,negative
1161,lionel messi menang kali daftar main baik piala dunia,-2,negative
1162,kapolres asah pesan kamtibmas menontonbareng piala dunia qatar rooftop,-5,negative
1163,drama adu penalti argentina menang prancis laga final piala dunia qatar jalan tanding dramatis,-6,negative
1164,ikut simak raih menang nya main,-4,negative
1165,titip raja gaya lionel messi angkat trofi piala dunia qatar debat sang kapten argentina kena jubah arab netizen anggap canggung,-2,negative
1166,momen najwa shihab tonton langsung final piala dunia qatar,-1,negative
1167,selamat argentina menang piala dunia qatar laga final argentina prancis saji main kesan jualbeli serang tempo main apik tim tutup drama adu penalti link daftar,-14,negative
1168,tampil gemilang piala dunia main incar raksasaraksasa liga inggris pesepakbola incar liga inggris piala dunia sports,-4,negative
1169,sadar piala dunia milestones hidup gua pildun fase lulus masuk dunia kuliah masuk fase lulus kuliah pusing cari kerja life must go on sih you anotner fifa world cup pildun ya,-2,negative
1170,argentina juara piala dunia qatar selamat ya messi,4,positive
1171,kru buka selamat sebesarbesarnya negara argentina hasil menang piala dunia qatar seguro argentina,6,positive
1172,raih trofi piala dunia qatar daftar trofi prestasi lionel messi sejarah,-1,negative
1173,profil lengkap angel maria gelandang serba argentina piala dunia qatar,-2,negative
1174,jurus qatar sukses kenal islam piala dunia cnn indonesia google berita olahraga,3,positive
1175,profil lengkap kylian mbappe raih sepatu emas piala dunia qatar,3,positive
1176,tanding tegang menit drama adu pinalti netizen sebut final piala dunia qatar final piala dunia baik,1,positive
1177,kylian mbappe golden boot mbappe hasil orang cetak hattrick final piala dunia mbappe trlah cetak goal laga piala dunia qatar hes still unreal,2,positive
1178,latih prancis didier deschamps kalah argentina final piala dunia qatar kejam kali bangkit tinggal prancis kalah drama adu penalti lewat trofi piala dunia,-26,negative
1179,presiden prancis emmanuel macron hibur tim nasional timnas prancis patah hati ruang ganti kalah tanding lawan argentina final piala dunia qatar minggu malam,-14,negative
1180,ikuuut hehe juara piala dunia juara argentina mexico qatar mario kempes gol ego maradona gol lionel messi gol moga rejeki,6,positive
1181,emiliano martinez golden glove tampil apik piala dunia qatar emi hasil raih harga kiper baik,7,positive
1182,tanding tegang menit drama adu pinalti netizen sebut final piala dunia qatar final piala dunia baik turut detikers,-2,negative
1183,menang dramatis argentina puasa gelar juara piala dunia qatar,-2,negative
1184,emir qatar pamer piala dunia hasil bahagia kenal islam,11,positive
1185,salah lagu favorite qatar arhbo featuring ozuna amp gims keren kangen lagu soundtrack piala dunia gue bagus lagu hayya hayya amp dreamers nya jung kook bts,3,positive
1186,kapten arh yahya anggota koramil kd cingnobar mancing tonton bareng final piala dunia qatar forum komunikasi pimpin kota forkopimda jakarta barat senin,-9,negative
1187,monday madness live dj and band december,3,positive
1188,fensnya argentina bikin senang messi hasil bawa tim angkat piala dunia qatar,0,neutral
1189,daftar hadiah piala dunia qatar argentina duit gin,-2,negative
1190,kecewa piala dunia qatar mbappe aksi edisi piala dunia,0,neutral
1191,tanding piala dunia qatar kes banget kejut dalam piala dunia tunggu mana usia produktivitas beda sih you world cup,3,positive
1192,dybala selebrasi gunting jaring gawang menang argentina atur,2,positive
1193,hasil piala dunia,2,positive
1194,argentina juara piala dunia qatar gin lho hadiah,0,neutral
1195,lampau lionel messi mbappe pasang muka muram piala dunia qatar,-1,negative
1196,thankyou qatar prancis all argentina messi batal pensiun menang piala dunia,-10,negative
1197,daftar artis tonton langsung final piala dunia qatar maia estianty najwa shihab,-1,negative
1198,maia estianty irwan mussry qatar tonton final piala dunia,-4,negative
1199,foto hoaks pek burung hantu warna biru jimat timnas maroko laga piala dunia qatar,1,positive
1200,lionel messi bawa argentina juara piala dunia status greatest of all time resmi sandang harap debat,2,positive
1201,kado spesial emir qatar jubah bisht lionel messi piala dunia tuai kecam,9,positive
1202,luarbiase qatar jurus qatar sukses kenal budaya islam piala dunia,7,positive
1203,prancis backtoback juara emi martinez,0,neutral
1204,cundang arab saudi argentina juara,0,neutral
1205,deret foto hoaks pek burung hantu warna biru jimat timnas maroko laga piala dunia qatar,1,positive
1206,mbappe amerika selatan level eropa kalah,-4,negative
1207,kylian mbappe top skor piala dunia,4,positive
1208,lionel scaloni latih muda juara piala dunia,-2,negative
1209,main prancis raphael varane hugo lloris negara tinggal qatar kepala tegak juang piala dunia,-3,negative
1210,selamat fan argentina messi fan france semangat ya mbappe karier world cup qatar piala dunia baik tonton publik tuju selamat senin guys,10,positive
1211,argentina kali juara piala dunia juara argentina juara mexico amp juara tiga qatar mario kempes gol ego maradona gol lionel messi gol,1,positive
1212,piala dunia fifa qatar capai jaya segenap aspek anjur piala,-1,negative
1213,prediksi sydney selasa desember bom angka langsung jemput wa gratis,9,positive
1214,personel polres ternate malu utara malut terjun lokasi ramai aman konvoi dukung tim nasional argentina laga final piala dunia qatar senin,-6,negative
1215,cetak gol piala dunia qatar kylian mbappe sabet sepatu emas,5,positive
1216,detikers tahu batu mulia warna hijau malaikit hias trofi piala dunia qatar sampel kota bandung simak yuk via,5,positive
1217,prancis runner up piala dunia qatar selamat semangat pantang serah,2,positive
1218,lionel messi argentina piala dunia qatar lengkap,-2,negative
1219,argentina hasil sandang gelar juara piala dunia qatar menang milik messi tim dampak ekonomi negara tim tango lengkap,-8,negative
1220,jubah bisht messi piala dunia tuai kecam,-1,negative
1221,giring berita tonton argentina menang messi kado karir fifa eh pas france mbappe menang ubah opini nya halah tahi ketawa deh piala dunia qatar baik bro kuh,-10,negative
1222,update penuh bohong deret hoaks putar piala dunia qatar,-6,negative
1223,update penuh bohong deret hoaks putar piala dunia qatar ashoy media info baru jasa aged domain youtube,-5,negative
1224,rekor cipta piala dunia qatar,-1,negative
1225,detikers tahu batu mulia warna hijau malaikit hias trofi piala dunia qatar sampel kota bandung simak yuk,5,positive
1226,messi pahlawan piala dunia qatar tebar wallpaper hp messi the goat internet,-1,negative
1227,argentina juara ajar politik kompetensi piala dunia piala dunia qatar ajar politik kompetensi kompetisi pilpres senang lahir pimpin kompeten,2,positive
1228,viva albiceleste menang piala dunia kali argentina mexico qatar top scorer mario kempes gol top scorer maradona gol top scorer lionel messi gol terimakasih nya kak god bless,23,positive
1229,agam momen tarik warna langsung piala dunia qatar lapang lapang,15,positive
1230,dukung argentina artis tonton final piala dunia qatar,2,positive
1231,libas prancis final piala dunia qatar argentina ganjar rp miliar,2,positive
1232,argentina tang lawan piala dunia lepas tewas perancis terusi tentu pakan penalti putus stadium lusail doha qatar pagi getar baca,-15,negative
1233,batu mulia warna hijau malaikit hias trofi piala dunia qatar sampel kota bandung,3,positive
1234,argentina menang piala dunia prediksi jose miguel polanco piala dunia qatar world cup messi,-1,negative
1235,lionel messi full senyum argentina hasil menang piala dunia qatar,2,positive
1236,momen duga beikut fakta unik piala dunia qatar,-2,negative
1237,argentina juara piala dunia qatar taruh argentina rapper drake hilang juta us dolar tara rp miliar,6,positive
1238,elon musk saksi langsung laga final piala dunia argentina vs prancis stadion lusail qatar minggu malam musk aku kagum laga,6,positive
1239,neymar masuk pusar saing lionel messi kylian mbappe final piala dunia qatar,0,neutral
1240,hattrick toreh mbappe laga final tambah koleksi gol delapan piala dunia fifa qatar,8,positive
1241,terimakasih qatar tuan rumah piala dunia,4,positive
1242,cuil cuplik closing ceremony piala dunia lighting baik sound baik thanks qatar tuan rumah piala dunia baik,7,positive
1243,ikut ah kali argentina juara piala dunia fana argentina top skor mario kempes meksiko top skor ego armando maradona qatar top skor lionel messi,4,positive
1244,kenal jubah istimewa piala dunia qatar pakai khusus lionel messi,0,neutral
1245,piala dunia qatar rampung,2,positive
1246,lagu osnya kerenjuara piala dunia benarbenar ramah tuan rumah qatarpiala dunia amanpertandingan habishabisan lebih kurang,0,neutral
1247,selamat menang argentina piala dunia qatar,3,positive
1248,kali juara piala dunia juara argentina mexico qatar mario kempes gol ego maradona gol lionel messi gol,1,positive
1249,piala dunia qatar klaim baik arie untung rangkum drama,-1,negative
1250,argentina juara piala dunia qatar karir messi,-1,negative
1251,prancis gagal juara piala dunia takluk argentina qatar presiden prancis peluk hibur mbappe sedih laga final momen foto photo,-6,negative
1252,jurus qatar hasil kenal islam piala dunia,7,positive
1253,thanks qatar kali saji piala dunia novemberdesember malam piala dunia piala dunia impi inggris belanda angkat trophy,6,positive
1254,argentina jawara piala dunia selenggara qatar hasil tumbang prancis drama adu pinalti skor laga argentina vs prancis final piala dunia qatar baca selengkapnyagtgt,-1,negative
1255,argentina juara piala dunia tanggal minggu qatar francis croatia maroko,-5,negative
1256,final piala dunia qatar saksi legenda bola juang masa karir sembari bentuk calon legenda,5,positive
1257,sejarah catat piala dunia qatar kali lahir bintang sepak bola selamat fan messi sedih fan ronaldo selamat mbappe,4,positive
1258,argentina juara piala dunia qatar lionel messi raya menang ala maradona,-2,negative
1259,untung saksi dua argentina juara dunia qatar saing selesai debat baik jawab angkat piala dunia sepakbola tamat next legend sepabola,4,positive
1260,piala dunia qatar tarik piala dunia sebelumbelum nya liga kompetisi liga inggris champion,0,neutral
1261,merakamkan terima kasih tonton rana jaya kekal setia rtm siar berlesen piala dunia fifa qatar difahamkan rtmklik jaya tarik tonton lebih juta orang,10,positive
1262,argentina hasil juara piala dunia kalah perancis babak adu penalti duel argentina vs perancis final piala dunia stadion lusail qatar minggu malam wib kalo kadrun dukung maroko iman wkwwkw,-10,negative
1263,warnantt sport argentina hasil raih trofi piala dunia kalah prancis final piala dunia stadion lusail qatar minggu malam wib read more at,-1,negative
1264,deret artis tonton langsung piala dunia qatar via vallen chevra,0,neutral
1265,foto selebrasi timnas argentina juara piala dunia lionel messi motm,2,positive
1266,brasil juara pildun episode pildun tim eropa tang juara episode trophy pildun terbang tim amerika latin messi amp argentina nya,-8,negative
1267,lionel messi hasil bawa timnas argentina tim baik piala dunia qatar imigrasi bima lionel messi imigrasi bima layan kerja baik,0,neutral
1268,rentet rekor lionel messi bawa argentina juara piala dunia qatar,-3,negative
1269,rakyat argentina menang timnas sepak bola piala dunia qatar rasa padan obat sulit ekonomi dera bertahuntahun,-10,negative
1270,lionel messi catat ragam rekor bawa argentina juara piala dunia qatar messi sabet gelar main baik ajang,-6,negative
1271,sesuai harap main persib prediksi jago argentina juara piala dunia qatar,7,positive
1272,juluk sultan deret artis tonton langsung piala dunia qatar,0,neutral
1273,selamat tim nasional sepakbola argentina juara piala dunia fifa qatar argentina perancis adu penalti treeletrik indonesia informasi hubung,-6,negative
1274,fan argentina kumpul tugu obelisk raya menang piala dunia qatar lawan prancis buenos aires argentina minggu,-5,negative
1275,messi argentina juara piala dunia nama ronaldo trending media sosial,3,positive
1276,sosok antonella roccuzzo curi atensi argentina tanding piala dunia qatar sosok antonella istri lionel messi sang the goat,-2,negative
1277,piala dunia hasil kejut kayak maroko masuk semifinal kalah tim kayak spanyol portugal amp belgia kroasia tembus semifinal main tua nya sisi matchnya world cup qatar baik belum nya,-11,negative
1278,kalah prancis argentina juara piala dunia qatar,-5,negative
1279,karir kylian mbappe,0,neutral
1280,mario kempes messi deret legenda lahir rosario argentina,-1,negative
1281,keluar sydney desember result shio naga prediksi china senin desember ai best shio tikus bbfs,-1,negative
1282,rapper drake gigit jari pasal kalah taruh final piala dunia qatar drake bayar usd juta tara rp miliar,-8,negative
1283,lionel messi tiru gaya maradona raya juara piala dunia mimpi bayar lunas qatar,-1,negative
1284,menang gelar piala dunia qatar lionel messi pensiun dunia sepak bola,-7,negative
1285,emir qatar sukses piala dunia bangga dunia arab umat muslim indonesia bangga,17,positive
1286,piala dunia makna jubah hitam messi pakai emir qatar angkat trofi,7,positive
1287,pimpin emi martinez ruang ganti argentina mute of silence kylian mbappe,-3,negative
1288,piala dunia qatar federasi sepak bola dunia fifa alokasi hadiah total juta dollar as rupiah tara rp triliun kurs rp,3,positive
1289,argentina juara piala dunia tim tango qatar malu arab saudi tanding laga juara kisah simak,-7,negative
1290,lionel messi toreh rekor bawa argentina juara piala dunia lengkap,-3,negative
1291,qatar beres pesta piala dunia akhirat besar aff cup piala cik gengsi tea haha,9,positive
1292,prediksi menteri dagang zulkifli hasan argentina juara piala dunia qatar,0,neutral
1293,argentina sang juara piala dunia qatar juara kylian mbappe sukses sabet sepatu emas lionel messi raih golden ball main baik enzo fernandez raih main muda terbaikemiliano martinez raih kiper balik juara,8,positive
1294,gelar juara piala dunia mulus menang lionel messi dkk bawa argentina posisi fifa world cup qatar potret messi dkk selebrasi menang pildun,-4,negative
1295,argentina hasil juara piala dunia qatar menang adu penalti hadap prancis,-2,negative
1296,potret najwa shihab tonton final piala dunia langsung qatar,-1,negative
1297,piala dunia qatar budaya islam,3,positive
1298,impi argentina julang piala dunia kali tiga capai lepas jaya kalah perancis lawan piala dunia qatar malam,-9,negative
1299,final piala dunia argentina vs prancis sita perhati elon musk tonton langsung stadion lusail qatar minggu malam,-2,negative
1300,edisi argentina juara piala dunia qatar emaknya messi bangga anak juara mbappe sedih,-3,negative
1301,katakata magis peter drury antar argentina juara piala dunia,-1,negative
1302,argentina kampiun piala dunia sumber,-1,negative
1303,kabar buruk ancam masyarakat argentina lionel messi rekanrekannya tim nasional sah raih gelar juara piala dunia qatar,-11,negative
1304,selamat argentina juara piala dunia qatar messi main baik turnamen akbar kali kado indah pensiun timnas,6,positive
1305,fyi qatar menang bidding selenggara turnamen piala dunia tanggal desember pas tweet ya tanggal final piala dunia selenggara,-1,negative
1306,ansarsoerya tonton bareng argentina juara piala dunia qatar masyarakat batam coid,-5,negative
1307,piala dunia qatar argentina juara suporter piala dunia qatar gambar ideal gelar no miras toilet bersih musola,5,positive
1308,sikat prancis bawa argentina juara messi hasil,1,positive
1309,argentina juara dunia piala dunia qatar marc marquez pasang foto lionel messi,5,positive
1310,keluar cambodia desember result shio kerbau prediksi sydney senin desember ai best shio kelinci bbfs,-4,negative
1311,raul los sih kembar kylian mbappe dukung tim piala dunia qatar,-4,negative
1312,the real final adu kualitas lini drama balas balas gol main intensitas hasil rekor sejarah piala dunia amp malam bukti tim layak final qatar,-4,negative
1313,dunia sepakbola gempar menang argentina piala dunia qatar takluk perancis skor hingar bingar raya lari arah sang bintang lapang lionel messi ibu,-6,negative
1314,profil kylian mbappe main kunci timnas prancis final piala dunia qatar,3,positive
1315,bulan gelar piala dunia qatar haturnuhun siar tonton sepakbola tarik tarik junjung fairplay kompetisi menang kalah hibur selamat argentina,-2,negative
1316,juara piala dunia qatar tanding panas final argentina lawan prancis lewat babak pinalti menang argentina score babak pinalti ayo dukung tim sayang mu bandarbola amp raih sempat hadiah nya,-5,negative
1317,hadiah juara piala dunia qatar,0,neutral
1318,main mahal laga prancis vs argentina partai final piala dunia qatar,-1,negative
1319,daftar lengkap juara piala dunia argentina menang,-5,negative
1320,negara qatar kenal piala dunia sejarah sepakbola dunia,-1,negative
1321,potret miss universe argentina tonton piala dunia qatar,-9,negative
1322,timnas argentina hasil juara piala dunia qatar mega bintang lionel messi pecah rekor albiceleste,2,positive
1323,selamat tinggal fifa world cup qatar saji salah event piala dunia baik era modern kontroversi aku piala dunia kali beda final salah baik edisi,0,neutral
1324,hebat mbappe cetak gol piala dunia qatar liput,2,positive
1325,prancis gagal juara piala dunia takluk argentina qatar presiden prancis peluk hibur mbappe sedih laga final potret,-9,negative
1326,sayang perancis kalah adu penalti argentina tanding final piala dunia qatar kalah perancis sebab investigasi sherlock holmes,-8,negative
1327,messi argentina panen rekor juara piala dunia,-1,negative
1328,congratulations juara piala dunia qatar vidionya keren,-1,negative
1329,didier deschamps kan sebab kalah prancis argentina final piala dunia qatar minggu desember,-3,negative
1330,selamat argentina messi menang piala dunia qatar lengkap koleksi piala mu greatest of all time,3,positive
1331,cair daftar negara terima hadiah uang piala dunia qatar,-1,negative
1332,sergio kun aguero rombong timnas argentina qatar tani leo messi kamar selebrasi raya gelar piala dunia sindir edouardo camavinga sindir john terry sindir publik tanggap,-5,negative
1333,selamat ya mas messi tim argentina tang piala dunia qatar,0,neutral
1334,laga penuh drama argentina juara piala dunia qatar via com,-5,negative
1335,piala dunia stadion monumental buenos airesargentina argentina belanda tsmario kempes piala dunia stadion aztecameksiko argentina jerman barat tsmaradona piala dunia stadion losailqatar argentina perancis pinalti tsleo messi,-7,negative
1336,kali main baik piala dunia lionel messi,1,positive
1337,pildun fc gila menit gila lelah final piala dunia salah final baik argentina juara lionel messi bahagia simak bahas pildun fc kali bareng,-1,negative
1338,kali gue tonton final piala dunia gila libur sekolah bal tonton ramean bus juara italiayup gue fan sepak bola italia final dramatis gue rasa gila final pildun semalem,-9,negative
1339,piala dunia jerman italia piala dunia afrika selatan spanyol piala dunia brasil jerman piala dunia rusia perancis piala dunia qatar argentina,-5,negative
1340,argentina kali juara piala dunia argentina top scorer mario kempes meksiko top scorer maradona qatar top scorer lionel messi,10,positive
1341,kalah prancis final piala dunia qatar karma terima mbappe,-2,negative
1342,timnas argentina juara piala dunia qatar makna matahari senyum bendera argentina,4,positive
1343,piala dunia qatar catat rekor gol,2,positive
1344,england harga tim fair play piala dunia qatar,1,positive
1345,kapten prancis anggap final piala dunia laga tinju,-5,negative
1346,serba serbi piala dunia qatar,-1,negative
1347,bayangbayang ego maradona piala dunia sempurna karier spektakuler lionel messi kunjung,-4,negative
1348,baik argentina juara copa america messi cs raih gelar juara piala dunia qatar,5,positive
1349,negara muslim gelar piala dunia intip fakta tarik qatar bikin gelenggeleng,3,positive
1350,momen mbappe peluk presiden gagal juara piala dunia qatar liput,-5,negative
1351,timnas prancis hasil cetak gol gawang lawan piala dunia qatar,2,positive
1352,profil antonella roccuzzo sorot messi hasil bawa argentina juara piala dunia qatar,0,neutral
1353,fulltime argentina hasil menang piala dunia qatar nih,1,positive
1354,argentina piala dunia qatar negara juara fifa world cup adu penalti,-4,negative
1355,dreamers by nyanyi tutup piala dunia qatar malam,-3,negative
1356,sukses piala dunia qatar,2,positive
1357,messi catat rekor bawa timnas argentina juara piala dunia qatar minggu desember,-3,negative
1358,messi panen rekor juara alien goat paten no debat,3,positive
1359,piala dunia qatar mana argentina hasil juara musim takluk prancis minggu desember,2,positive
1360,argentina negara hadiah pinalti piala dunia qatar untung saat final malam tim kalah pinalti kali argentina kali coba bayang argentina pinalti,-3,negative
1361,pandang unik raya menang argentina piala dunia angkat trofi megabintang albiceleste lionel messi pakai jubah khas arab emir qatar,10,positive
1362,rekor piala dunia qatar baca lengkap,0,neutral
1363,argentina juara piala dunia qatar gelar tiga tim juluk albicelestes,-3,negative
1364,link tonton siar ulang argentina vs prancis final piala dunia qatar klik link resmi,-2,negative
1365,lionel messi sesal kalah final piala dunia qatar hadap prancis minggu desember,-7,negative
1366,daftar lengkap hadiah uang tunai piala dunia qatar argentina banjir kucur bonus,5,positive
1367,argentina juara piala dunia qatar hadiah uang terima laku,2,positive
1368,simak berita lupa follow media sosial berita informasi,-9,negative
1369,hasil argentina vs prancis adu penalti messi tim hasil juara piala dunia qatar,-2,negative
1370,no debat selenggara piala dunia qatar baik sejarah tanding final baik sejarah selamat qatar amp argentina,17,positive
1371,piala dunia qatar temu juara tiga kroasia hasil rebut gelar juara laga lawan maroko sabtu,1,positive
1372,aksi mbappe kalah pukau cetak gol final piala dunia qatar,2,positive
1373,lionel scaloni argentina vs prancis tanding gila,0,neutral
1374,fifa netizen final piala dunia qatar baik,2,positive
1375,menang messinalti jalur penalti piala dunia qatar,-6,negative
1376,piala dunia nanti final tegang kunjung,2,positive
1377,fantastis juta suporter tonton langsung laga piala dunia qatar posisi tiga sejarah,3,positive
1378,wc qatar gue jagoin argentina juara piala dunia hasil tweet from this this,2,positive
1379,dapat final piala dunia qatar argentina vs perancis partai final piala punia janggal,1,positive
1380,argentina kalah france piala dunia stadion lusail qatar adu pinalti,-8,negative
1381,sukses gelar piala dunia rahasia maju qatar,5,positive
1382,emir qatar pamer piala dunia sukses senang kenal islam,9,positive
1383,argentina kalah prancis final piala dunia adu penalti skor menang tanding argentina parade lusail boulevard qatar,-5,negative
1384,menang piala dunia lionel messi tim gelar parade qatar,-3,negative
1385,argentina juara piala dunia qatar imbas manis anakanak argentina atlet sepakbola,-2,negative
1386,legenda inggris piala dunia tampil level main top,2,positive
1387,lionel messi jubah spesial piala dunia makna momen tarik sheikh tamim bin hamad al thani pimpin qatar lionel messi mana sang,10,positive
1388,latih argentina lionel scaloni kuasa tahan tangis bangga antar negara juara piala dunia qatar menang dramatis adu penalti raut tegang tanding akan lepas,0,neutral
1389,trofi piala dunia dybala bawa pulang oleholeh unik qatar,-3,negative
1390,cnth argentina ekonomi krisis menang pildun simpul gagas politik gagas ekonomi federasi fokus sepakbola inti niat mang bijak benah sepak bola nasional niat jalan roma,-3,negative
1391,stadion piala dunia qatar megah tawan,-1,negative
1392,seru menontonbareng final piala dunia qatar jajar kanwil kemenkumham sulteng budi argap situngkir,0,neutral
1393,momen messi angkat trophy argentina hasil menang piala dunia qatar skor,4,positive
1394,juta warga argentina turun jalan antero kota dengar negara juara piala dunia qatar,0,neutral
1395,argentina hasil menang piala dunia qatar lewat drama lawan perancis skor menang adu penalti,-13,negative
1396,piala dunia qatar resmi argentina menang kalah prancis skor adu penalti stadion lusail minggu partai final saksi langsung ribu tonton,-6,negative
1397,kota argentina hias laut manusia negara juara piala dunia qatar,4,positive
1398,argentina juara piala dunia kalah prancis adu penalti stadion lusail qatar minggu tim tango hasil sudah puasa gelar piala dunia tiga sejarah,-9,negative
1399,fantastis gin hadiah argentina juara piala dunia qatar,0,neutral
1400,laga final piala dunia argentina vs prancis lanjut babak tambah tim main imbang normal stadion lusail doha qatar minggu malam,-9,negative
1401,congratulations argentina for the winning word cup,0,neutral
1402,timnas argentina sukses juara piala dunia kalah timnas prancis adu penalti lusail iconic stadium qatar minggu desember iring menang argentina timnas arab saudi sorot,-6,negative
1403,selamat timnas hasil gelar juara piala dunia congratulation,9,positive
1404,messi cetak gol argentina piala dunia qatar bawa juara fifa world cup,0,neutral
1405,selamat messi tamat piala dunia qatar,3,positive
1406,raya menang argentina juara piala dunia fifa deret harga main tim performa baik ajang prestisius,-4,negative
1407,pimpin om wasit piala dunia qatar wajib tahan periode pimpin adil lapang,-3,negative
1408,selamat argentina argentina juara piala dunia qatar kalah prancis adu penalti,-3,negative
